1.6495375392558094	2.2580461918083032	4.518609655052181	
8.05895704665939	8.073396087508394	8.753490172012217	
2.1372809246547915	7.57470075075048	7.40386115872993	
4.880923377600524	5.440025075336629	5.160273974229392	
6.178822921200991	2.0421768709283197	2.4486251876557787	
6.309022305753696	1.0703060603145995	8.673572482075727	
3.0466883045028665	2.7337194044111244	9.821356841210614	
8.84875482891997	7.657341297571435	2.64567307458135	
4.378209506579495	7.656119553428477	2.8075418527955915	
8.75797318483933	4.9975777842892075	7.085710867307271	

